dept,number,section,A,B,C,D,F,I,S,U,Q,X,prof,year,semester,gpa
CSCE,110,501,7,2,4,1,2,0,0,0,3,0,WILLIAMS T,2012,SPRING,2.6875
CSCE,110,502,12,6,1,1,4,0,0,0,1,0,WILLIAMS T,2012,SPRING,2.875
CSCE,110,503,6,8,5,1,3,0,0,0,2,0,WILLIAMS T,2012,SPRING,2.5652173913043477
CSCE,110,504,8,5,3,2,2,0,0,0,5,0,WILLIAMS T,2012,SPRING,2.75
CSCE,110,505,8,5,3,0,2,1,0,0,2,0,WILLIAMS T,2012,SPRING,2.9444444444444446
CSCE,110,300,4,2,4,0,0,0,0,0,0,0,HURLEY J,2012,SUMMER,3
CSCE,110,501,21,9,7,2,0,0,0,0,1,0,HURLEY J,2012,FALL,3.2564102564102564
CSCE,110,502,15,17,4,1,3,0,0,0,0,0,HURLEY J,2012,FALL,3
CSCE,110,503,11,20,4,4,0,0,0,0,1,0,HURLEY J,2012,FALL,2.9743589743589745
CSCE,110,501,13,11,7,2,1,0,0,0,4,0,WILLIAMS T,2013,SPRING,2.9705882352941178
CSCE,110,502,15,11,6,1,1,0,0,0,2,0,WILLIAMS T,2013,SPRING,3.1176470588235294
CSCE,110,503,15,8,5,2,2,0,0,0,3,0,WILLIAMS T,2013,SPRING,3
CSCE,110,501,22,12,3,0,0,0,0,1,2,0,WILLIAMS T,2013,FALL,3.5135135135135136
CSCE,110,502,14,5,5,1,4,2,0,0,9,0,WILLIAMS T,2013,FALL,2.8275862068965516
CSCE,110,503,15,12,1,1,0,0,0,0,10,0,WILLIAMS T,2013,FALL,3.413793103448276
CSCE,110,501,11,9,7,1,2,0,0,0,9,0,WILLIAMS T,2014,SPRING,2.8666666666666667
CSCE,110,502,14,11,5,1,0,0,0,0,9,0,WILLIAMS T,2014,SPRING,3.225806451612903
CSCE,110,503,11,9,5,2,2,0,0,0,11,0,WILLIAMS T,2014,SPRING,2.8620689655172415
CSCE,110,501,15,3,8,2,2,0,0,0,12,0,WILLIAMS T,2014,FALL,2.9
CSCE,110,502,18,5,14,1,0,0,0,0,4,0,WILLIAMS T,2014,FALL,3.05263157894737
CSCE,110,503,16,11,4,1,2,0,0,0,9,0,WILLIAMS T,2014,FALL,3.11764705882353
CSCE,110,501,13,7,8,2,2,0,0,0,13,0,WILLIAMS T,2015,SPRING,2.84375
CSCE,110,502,14,6,4,7,2,0,0,0,10,0,WILLIAMS T,2015,SPRING,2.6969696969697
CSCE,110,503,9,7,6,1,2,0,0,0,17,0,RITCHEY P,2015,SPRING,2.8
CSCE,110,504,4,6,1,1,2,0,0,0,2,0,RITCHEY P,2015,SPRING,2.64285714285714
CSCE,110,501,11,8,4,0,1,0,0,0,6,0,WILLIAMS T,2015,FALL,3.16666666666667
CSCE,110,502,11,11,3,1,1,0,0,0,5,0,WILLIAMS T,2015,FALL,3.11111111111111
CSCE,110,503,5,5,5,0,3,1,0,0,11,0,WILLIAMS T,2015,FALL,2.5
CSCE,110,501,3,10,6,8,4,0,0,0,6,0,MENESES,2016,SPRING,2
CSCE,110,502,10,11,6,4,3,0,0,0,4,0,MENESES,2016,SPRING,2.61764705882353
CSCE,110,503,4,2,8,0,0,0,1,0,1,0,MENESES,2016,SPRING,2.71428571428571
CSCE,110,501,13,7,7,3,4,0,0,0,10,0,MENESES,2016,FALL,2.64705882352941
CSCE,110,502,4,14,8,3,2,0,0,0,11,0,MENESES,2016,FALL,2.48387096774194
CSCE,110,504,5,3,5,2,0,0,0,0,7,0,MENESES,2016,FALL,2.73333333333333
CSCE,110,505,4,9,5,3,2,0,0,0,13,0,MENESES,2016,FALL,2.43478260869565
CSCE,110,501,11,15,8,3,1,0,0,0,4,0,DUTTA A,2017,SPRING,2.84210526315789
CSCE,110,502,19,10,6,7,1,0,0,0,2,0,DUTTA A,2017,SPRING,2.90697674418605
CSCE,110,503,14,16,3,6,1,0,0,0,3,0,DUTTA A,2017,SPRING,2.9
CSCE,110,504,12,7,8,3,3,0,0,0,9,0,DUTTA A,2017,SPRING,2.66666666666667
CSCE,110,501,6,12,16,3,3,0,0,0,4,0,LUPOLI S,2017,FALL,2.375
CSCE,110,502,2,19,13,3,2,0,0,0,4,0,LUPOLI S,2017,FALL,2.41025641025641
CSCE,110,503,6,15,12,4,3,0,0,0,4,0,LUPOLI S,2017,FALL,2.425
CSCE,110,504,18,8,4,3,1,0,0,0,10,0,NAKAMURA F,2017,FALL,3.14705882352941
CSCE,110,505,14,6,5,1,2,0,3,0,6,0,NAKAMURA F,2017,FALL,3.03571428571429
CSCE,110,506,3,8,17,5,3,0,0,0,8,0,LUPOLI S,2017,FALL,2.08333333333333
CSCE,110,501,19,6,4,2,3,0,0,0,4,0,NAKAMURA F,2018,SPRING,3.05882352941176
CSCE,110,502,20,10,9,4,2,0,0,0,3,0,NAKAMURA F,2018,SPRING,2.93333333333333
CSCE,110,503,18,9,7,2,5,0,0,0,6,0,NAKAMURA F,2018,SPRING,2.80487804878049
CSCE,110,504,15,11,7,5,1,0,0,0,1,0,NAKAMURA F,2018,SPRING,2.87179487179487
CSCE,110,501,27,8,8,2,0,0,0,0,3,0,NAKAMURA F,2018,FALL,3.33333333333333
CSCE,110,502,25,11,3,4,0,1,0,0,4,0,NAKAMURA F,2018,FALL,3.32558139534884
CSCE,110,503,24,14,5,2,0,1,0,0,1,0,NAKAMURA F,2018,FALL,3.33333333333333
CSCE,110,504,26,12,7,0,0,1,0,0,1,0,NAKAMURA F,2018,FALL,3.42222222222222
CSCE,110,501,9,20,7,1,2,1,0,0,4,0,HOUNGNINOU D,2019,SPRING,2.84615384615385
CSCE,110,502,10,19,7,2,4,0,0,0,3,0,HOUNGNINOU D,2019,SPRING,2.69047619047619
CSCE,110,503,16,17,7,1,2,0,0,0,6,0,HOUNGNINOU D,2019,SPRING,3.02325581395349
CSCE,110,504,16,17,9,0,2,1,0,0,2,0,HOUNGNINOU D,2019,SPRING,3.02272727272727
CSCE,110,505,19,17,8,1,1,0,0,0,2,0,HOUNGNINOU D,2019,SPRING,3.1304347826087
CSCE,110,506,18,18,6,1,3,0,0,0,3,0,HOUNGNINOU D,2019,SPRING,3.02173913043478
CSCE,110,700,19,11,3,3,5,0,0,0,1,0,HOUNGNINOU D,2019,SUMMER,2.8780487804878
CSCE,110,501,14,12,8,6,1,0,0,0,8,0,HOUNGNINOU D,2019,FALL,2.78048780487805
CSCE,110,502,13,13,8,4,4,0,0,0,6,0,HOUNGNINOU D,2019,FALL,2.64285714285714
CSCE,110,504,17,10,13,4,0,1,0,0,5,0,HOUNGNINOU D,2019,FALL,2.90909090909091
CSCE,110,505,20,15,6,0,2,0,0,0,4,0,HOUNGNINOU D,2019,FALL,3.18604651162791
CSCE,110,501,14,18,10,3,3,0,0,0,1,0,HOUNGNINOU D,2020,SPRING,2.77083333333333
CSCE,110,502,13,19,4,2,3,0,0,0,1,0,HOUNGNINOU D,2020,SPRING,2.90243902439024
CSCE,110,503,19,13,7,5,2,0,0,0,0,0,HOUNGNINOU D,2020,SPRING,2.91304347826087
CSCE,110,504,15,13,12,0,2,0,0,0,1,0,HOUNGNINOU D,2020,SPRING,2.92857142857143
CSCE,110,399,41,24,3,3,5,1,0,0,4,1,HOUNGNINOU D,2020,SUMMER,3.22368421052632
CSCE,110,598,42,26,11,4,2,0,0,0,7,0,HOUNGNINOU D,2020,FALL,3.2
CSCE,110,599,39,22,17,3,2,0,0,0,9,0,HOUNGNINOU D,2020,FALL,3.12048192771084
CSCE,110,501,10,21,6,5,0,0,0,0,2,0,MCGUIRE T,2021,SPRING,2.85714285714286
CSCE,110,502,18,13,6,1,0,0,0,0,3,0,MCGUIRE T,2021,SPRING,3.26315789473684
CSCE,110,503,12,16,8,2,3,0,0,0,3,0,MCGUIRE T,2021,SPRING,2.78048780487805
CSCE,110,504,7,22,8,1,2,0,0,0,3,0,MCGUIRE T,2021,SPRING,2.775
CSCE,110,505,12,16,9,1,1,0,0,0,6,0,YUM K,2021,SPRING,2.94871794871795
CSCE,110,506,9,12,6,2,6,0,0,0,8,0,YUM K,2021,SPRING,2.45714285714286
CSCE,110,700,31,14,8,3,5,0,0,0,7,0,HOUNGNINOU D,2021,SUMMER,3.0327868852459
CSCE,110,500,6,10,6,1,0,0,0,0,0,0,YUM K,2021,FALL,2.91304347826087
CSCE,110,501,6,10,7,0,0,0,0,0,0,0,YUM K,2021,FALL,2.95652173913043
CSCE,110,502,6,10,4,1,1,0,0,0,0,0,YUM K,2021,FALL,2.86363636363636
CSCE,110,503,4,11,6,0,1,0,0,0,0,0,YUM K,2021,FALL,2.77272727272727
CSCE,110,504,5,12,3,2,1,0,0,0,1,0,YUM K,2021,FALL,2.78260869565217
CSCE,110,505,5,9,5,4,0,0,0,0,1,0,YUM K,2021,FALL,2.65217391304348
CSCE,110,506,3,10,5,1,0,0,0,0,2,0,YUM K,2021,FALL,2.78947368421053
CSCE,110,507,5,5,5,2,2,0,0,0,5,0,YUM K,2021,FALL,2.47368421052632
CSCE,110,588,9,5,1,2,0,0,0,0,5,0,HOUNGNINOU D,2022,SPRING,3.23529411764706
CSCE,110,589,5,8,6,0,2,0,0,0,3,0,HOUNGNINOU D,2022,SPRING,2.66666666666667
CSCE,110,590,3,7,4,2,4,0,0,0,2,0,HOUNGNINOU D,2022,SPRING,2.15
CSCE,110,591,7,3,1,1,5,0,0,0,5,0,HOUNGNINOU D,2022,SPRING,2.35294117647059
CSCE,110,592,9,6,2,0,0,0,0,0,6,0,HOUNGNINOU D,2022,SPRING,3.41176470588235
CSCE,110,593,7,3,5,1,0,0,0,0,7,0,HOUNGNINOU D,2022,SPRING,3
CSCE,110,594,5,6,2,3,2,0,0,0,6,0,HOUNGNINOU D,2022,SPRING,2.5
CSCE,110,595,4,4,2,3,1,0,0,0,6,0,HOUNGNINOU D,2022,SPRING,2.5
CSCE,110,596,2,9,7,1,2,0,0,0,2,0,YUM K,2022,SPRING,2.38095238095238
CSCE,110,597,5,7,5,1,1,0,0,0,2,0,YUM K,2022,SPRING,2.73684210526316
CSCE,110,598,13,3,3,2,0,0,0,0,1,0,YUM K,2022,SPRING,3.28571428571429
CSCE,110,599,5,3,9,0,1,0,0,0,6,0,YUM K,2022,SPRING,2.61111111111111
CSCE,110,700,29,20,12,4,7,0,0,0,7,0,HOUNGNINOU D,2022,SUMMER,2.83333333333333
CSCE,110,500,6,10,5,2,0,0,0,0,1,0,YUM K,2022,FALL,2.8695652173913
CSCE,110,501,6,9,6,2,0,0,0,0,0,0,YUM K,2022,FALL,2.82608695652174
CSCE,110,502,3,11,4,3,1,0,0,0,1,0,YUM K,2022,FALL,2.54545454545455
CSCE,110,503,5,7,1,4,1,0,0,0,2,0,YUM K,2022,FALL,2.61111111111111
CSCE,110,504,4,9,4,2,0,1,0,0,2,0,YUM K,2022,FALL,2.78947368421053
CSCE,110,505,3,15,3,1,0,1,0,0,1,0,YUM K,2022,FALL,2.90909090909091
CSCE,110,506,4,8,6,4,0,0,0,0,1,0,YUM K,2022,FALL,2.54545454545455
CSCE,110,507,4,10,4,1,0,0,0,0,2,0,YUM K,2022,FALL,2.89473684210526
CSCE,110,500,2,9,10,0,1,0,0,0,2,0,YUM K,2023,SPRING,2.5
CSCE,110,501,0,10,8,1,2,0,0,0,3,0,YUM K,2023,SPRING,2.23809523809524
CSCE,110,502,4,12,3,1,2,0,0,0,2,0,YUM K,2023,SPRING,2.68181818181818
CSCE,110,503,2,6,8,3,2,0,0,0,1,0,YUM K,2023,SPRING,2.14285714285714
CSCE,110,504,2,8,7,3,1,0,0,0,3,0,YUM K,2023,SPRING,2.33333333333333
CSCE,110,505,4,11,7,1,0,0,0,0,1,0,YUM K,2023,SPRING,2.78260869565217
CSCE,110,506,4,5,6,4,2,0,0,0,2,0,YUM K,2023,SPRING,2.23809523809524
CSCE,110,507,3,7,5,4,3,0,0,0,2,0,YUM K,2023,SPRING,2.13636363636364
CSCE,110,700,32,18,7,1,3,0,0,0,5,0,HOUNGNINOU D,2023,SUMMER,3.22950819672131
CSCE,110,500,4,10,4,4,0,0,0,0,2,0,YUM K,2023,FALL,2.63636363636364
CSCE,110,501,7,8,4,0,2,0,0,0,2,0,YUM K,2023,FALL,2.85714285714286
CSCE,110,502,2,11,4,3,3,0,0,0,1,0,YUM K,2023,FALL,2.26086956521739
CSCE,110,503,7,12,3,0,1,0,0,0,1,0,YUM K,2023,FALL,3.04347826086957
CSCE,110,504,6,12,2,1,0,0,0,0,2,0,YUM K,2023,FALL,3.0952380952381
CSCE,110,505,5,11,5,1,0,0,0,0,1,0,YUM K,2023,FALL,2.90909090909091
CSCE,110,506,4,8,7,1,0,0,0,0,3,0,YUM K,2023,FALL,2.75
CSCE,110,507,7,8,4,2,1,0,0,0,2,0,YUM K,2023,FALL,2.81818181818182
CSCE,110,500,5,2,2,0,1,0,0,0,1,0,YUM K,2024,SPRING,3
CSCE,110,501,4,6,3,0,1,0,0,0,1,0,YUM K,2024,SPRING,2.85714285714286
CSCE,110,504,11,10,3,0,3,0,0,0,2,0,YUM K,2024,SPRING,2.96296296296296
CSCE,110,505,4,11,5,2,1,0,0,0,3,0,YUM K,2024,SPRING,2.65217391304348
CSCE,110,506,5,9,6,1,1,0,0,0,0,0,YUM K,2024,SPRING,2.72727272727273
CSCE,110,507,18,6,1,2,0,0,0,0,6,0,MAHMOOD M,2024,SPRING,3.48148148148148
CSCE,110,508,17,5,6,1,0,0,0,0,4,0,MAHMOOD M,2024,SPRING,3.31034482758621
CSCE,110,509,10,5,4,2,4,0,0,0,6,0,MAHMOOD M,2024,SPRING,2.6
CSCE,111,501,4,10,3,0,2,0,0,0,2,0,HURLEY J,2012,SPRING,2.736842105263158
CSCE,111,502,4,10,3,1,1,0,0,0,1,0,HURLEY J,2012,SPRING,2.789473684210526
CSCE,111,503,4,7,5,1,1,0,0,0,0,0,HURLEY J,2012,SPRING,2.6666666666666665
CSCE,111,504,9,6,1,2,2,0,0,0,1,0,HURLEY J,2012,SPRING,2.9
CSCE,111,505,4,7,6,2,0,0,0,0,1,0,HURLEY J,2012,SPRING,2.6842105263157894
CSCE,111,501,11,14,6,3,2,0,0,0,2,0,HURLEY J,2012,FALL,2.8055555555555554
CSCE,111,502,14,13,8,2,3,0,0,0,0,0,HURLEY J,2012,FALL,2.825
CSCE,111,503,10,20,7,2,1,0,0,0,0,0,HURLEY J,2012,FALL,2.9
CSCE,111,501,10,19,4,5,1,0,0,0,1,0,HURLEY J,2013,SPRING,2.8205128205128207
CSCE,111,502,13,11,5,6,2,0,0,0,1,0,HURLEY J,2013,SPRING,2.72972972972973
CSCE,111,503,10,9,7,4,5,0,0,0,2,0,HURLEY J,2013,SPRING,2.4285714285714284
CSCE,111,501,10,15,11,1,0,0,0,0,2,0,HURLEY J,2013,FALL,2.918918918918919
CSCE,111,502,8,19,5,3,0,0,0,0,4,0,HURLEY J,2013,FALL,2.914285714285714
CSCE,111,503,17,6,8,6,2,0,0,0,2,0,HURLEY J,2013,FALL,2.769230769230769
CSCE,111,501,10,13,8,3,0,0,0,0,6,0,HURLEY J,2014,SPRING,2.8823529411764706
CSCE,111,502,6,16,16,1,0,0,0,0,0,0,HURLEY J,2014,SPRING,2.6923076923076925
CSCE,111,503,8,10,9,6,1,0,0,0,3,0,HURLEY J,2014,SPRING,2.5294117647058822
CSCE,111,300,4,7,3,0,0,0,0,0,0,0,HURLEY J,2014,SUMMER,3.0714285714285716
CSCE,111,500,12,8,1,0,0,0,0,0,0,0,GOOCH B,2014,FALL,3.52380952380952
CSCE,111,501,9,10,7,1,1,1,0,0,4,0,HURLEY J,2014,FALL,2.89285714285714
CSCE,111,502,9,10,11,0,1,0,0,0,3,0,HURLEY J,2014,FALL,2.83870967741935
CSCE,111,503,11,8,9,2,0,0,0,0,1,0,HURLEY J,2014,FALL,2.93333333333333
CSCE,111,504,15,5,0,0,2,0,0,0,0,0,GOOCH B,2014,FALL,3.40909090909091
CSCE,111,505,15,1,1,0,0,0,0,0,0,0,GOOCH B,2014,FALL,3.82352941176471
CSCE,111,501,15,11,6,2,0,0,0,0,5,0,HURLEY J,2015,SPRING,3.14705882352941
CSCE,111,502,11,9,6,2,0,0,0,0,6,0,HURLEY J,2015,SPRING,3.03571428571429
CSCE,111,503,14,1,4,0,1,0,0,0,0,1,GOOCH B,2015,SPRING,3.35
CSCE,111,504,14,3,2,0,1,0,0,0,0,0,GOOCH B,2015,SPRING,3.45
CSCE,111,300,3,2,2,0,0,0,0,0,0,0,HURLEY J,2015,SUMMER,3.14285714285714
CSCE,111,501,10,14,5,2,0,0,0,0,2,0,HURLEY J,2015,FALL,3.03225806451613
CSCE,111,502,11,12,4,2,0,0,0,0,4,0,HURLEY J,2015,FALL,3.10344827586207
CSCE,111,503,10,3,7,3,3,0,0,0,2,0,HURLEY J,2015,FALL,2.53846153846154
CSCE,111,504,17,12,1,3,1,1,0,0,1,0,GOOCH B,2015,FALL,3.20588235294118
CSCE,111,505,22,7,5,0,0,0,0,0,1,0,GOOCH B,2015,FALL,3.5
CSCE,111,506,13,2,2,1,1,0,0,0,0,0,GOOCH B,2015,FALL,3.31578947368421
CSCE,111,501,13,13,3,3,1,0,0,0,3,0,HURLEY J,2016,SPRING,3.03030303030303
CSCE,111,502,12,18,1,0,2,0,0,0,3,0,HURLEY J,2016,SPRING,3.15151515151515
CSCE,111,503,3,5,3,0,1,0,0,0,2,0,HURLEY J,2016,SPRING,2.75
CSCE,111,504,25,4,0,0,0,1,0,0,3,0,SHEEHY J,2016,SPRING,3.86206896551724
CSCE,111,505,16,4,1,4,1,0,0,0,4,0,SHEEHY J,2016,SPRING,3.15384615384615
CSCE,111,501,19,18,3,0,1,0,0,0,4,0,HURLEY J,2016,FALL,3.31707317073171
CSCE,111,502,11,16,13,1,0,0,0,0,4,0,HURLEY J,2016,FALL,2.90243902439024
CSCE,111,504,9,7,7,3,0,0,0,0,2,0,HURLEY J,2016,FALL,2.84615384615385
CSCE,111,505,7,8,6,0,0,0,0,0,2,0,HURLEY J,2016,FALL,3.04761904761905
CSCE,111,501,2,7,2,2,1,0,0,0,4,0,ANDERSEN F,2017,SPRING,2.5
CSCE,111,502,2,7,2,3,1,1,0,0,3,0,ANDERSEN F,2017,SPRING,2.4
CSCE,111,503,35,2,2,1,3,0,0,0,1,0,GOOCH B,2017,SPRING,3.51162790697674
CSCE,111,504,38,5,1,0,2,0,0,0,1,0,GOOCH B,2017,SPRING,3.67391304347826
CSCE,111,501,36,5,2,0,1,0,0,0,2,0,GOOCH B,2017,FALL,3.70454545454545
CSCE,111,502,34,3,5,2,2,0,0,0,1,0,GOOCH B,2017,FALL,3.41304347826087
CSCE,111,504,10,11,5,1,0,0,0,0,2,0,DUARTE DINIZ,2017,FALL,3.11111111111111
CSCE,111,505,15,7,3,0,0,0,0,0,2,0,DUARTE DINIZ,2017,FALL,3.48
CSCE,111,501,23,11,1,0,1,1,0,0,8,0,DUARTE DINIZ,2018,SPRING,3.52777777777778
CSCE,111,503,18,9,6,1,2,0,0,0,1,0,LIGHTFOOT R,2018,SPRING,3.11111111111111
CSCE,111,504,22,7,9,0,2,1,0,0,3,0,LIGHTFOOT R,2018,SPRING,3.175
CSCE,111,501,31,9,3,2,0,0,0,0,2,0,LIGHTFOOT R,2018,FALL,3.53333333333333
CSCE,111,502,37,5,2,2,0,0,0,0,2,0,LIGHTFOOT R,2018,FALL,3.67391304347826
CSCE,111,504,21,6,1,0,0,0,0,0,1,0,HUANG S,2018,FALL,3.71428571428571
CSCE,111,505,13,8,5,1,1,0,0,0,0,0,HUANG S,2018,FALL,3.10714285714286
CSCE,111,501,40,4,4,0,0,0,0,0,1,0,LIGHTFOOT R,2019,SPRING,3.75
CSCE,111,502,27,14,3,5,1,0,0,0,0,0,LIGHTFOOT R,2019,SPRING,3.22
CSCE,111,501,27,11,8,0,3,0,0,0,0,0,LIGHTFOOT R,2019,FALL,3.20408163265306
CSCE,111,502,22,16,3,3,3,0,0,0,1,0,LIGHTFOOT R,2019,FALL,3.08510638297872
CSCE,111,504,34,8,4,0,1,0,0,0,2,0,LIGHTFOOT R,2019,FALL,3.57446808510638
CSCE,111,505,34,8,3,0,1,0,0,0,1,0,LIGHTFOOT R,2019,FALL,3.60869565217391
CSCE,111,501,34,7,2,2,0,0,0,0,1,0,LIGHTFOOT R,2020,SPRING,3.62222222222222
CSCE,111,502,27,11,5,1,1,0,0,0,0,0,LIGHTFOOT R,2020,SPRING,3.37777777777778
CSCE,111,501,26,7,4,0,1,1,0,0,3,0,LIGHTFOOT R,2020,FALL,3.5
CSCE,111,502,24,7,4,0,3,0,0,0,4,0,LIGHTFOOT R,2020,FALL,3.28947368421053
CSCE,111,504,26,4,3,0,2,0,0,0,3,0,LIGHTFOOT R,2020,FALL,3.48571428571429
CSCE,111,505,16,6,3,1,7,0,0,0,0,0,LIGHTFOOT R,2020,FALL,2.6969696969697
CSCE,111,501,41,0,0,0,1,0,0,0,3,0,LIGHTFOOT R,2021,SPRING,3.9047619047619
CSCE,111,502,39,1,0,0,2,0,0,0,3,0,LIGHTFOOT R,2021,SPRING,3.78571428571429
CSCE,111,501,19,1,2,0,1,0,0,0,1,0,LIGHTFOOT R,2021,FALL,3.60869565217391
CSCE,111,502,11,3,1,0,5,0,0,0,2,0,LIGHTFOOT R,2021,FALL,2.75
CSCE,111,503,20,2,0,0,2,0,0,0,0,0,LIGHTFOOT R,2021,FALL,3.58333333333333
CSCE,111,504,15,0,1,0,3,0,0,0,4,0,LIGHTFOOT R,2021,FALL,3.26315789473684
CSCE,111,505,15,1,3,0,2,0,0,0,3,0,LIGHTFOOT R,2021,FALL,3.28571428571429
CSCE,111,506,17,1,2,0,1,0,0,0,2,0,LIGHTFOOT R,2021,FALL,3.57142857142857
CSCE,111,507,16,2,4,1,0,0,0,0,0,0,LIGHTFOOT R,2021,FALL,3.43478260869565
CSCE,111,508,15,3,3,1,0,0,0,0,2,0,LIGHTFOOT R,2021,FALL,3.45454545454545
CSCE,111,500,41,3,2,0,0,0,0,0,4,0,LIGHTFOOT R,2022,SPRING,3.84782608695652
CSCE,111,501,37,4,2,0,0,0,0,0,5,0,LIGHTFOOT R,2022,SPRING,3.81395348837209
CSCE,111,500,12,5,0,0,0,0,0,0,7,0,KUMAR S,2022,FALL,3.70588235294118
CSCE,111,501,11,8,1,0,1,0,0,0,3,0,KUMAR S,2022,FALL,3.33333333333333
CSCE,111,502,6,9,3,1,0,0,0,0,5,0,KUMAR S,2022,FALL,3.05263157894737
CSCE,111,503,9,9,2,0,1,0,0,0,3,0,KUMAR S,2022,FALL,3.19047619047619
CSCE,111,504,9,6,2,1,0,0,0,0,3,0,KUMAR S,2022,FALL,3.27777777777778
CSCE,111,505,13,5,1,1,0,0,0,0,4,0,KUMAR S,2022,FALL,3.5
CSCE,111,506,12,6,2,1,1,0,0,0,2,0,KUMAR S,2022,FALL,3.22727272727273
CSCE,111,507,6,9,1,4,0,0,0,0,3,0,KUMAR S,2022,FALL,2.85
CSCE,111,500,19,2,1,0,0,0,0,0,1,0,LIGHTFOOT R,2023,SPRING,3.81818181818182
CSCE,111,501,18,1,1,0,0,0,0,0,3,0,LIGHTFOOT R,2023,SPRING,3.85
CSCE,111,502,20,2,2,0,0,0,0,0,0,0,LIGHTFOOT R,2023,SPRING,3.75
CSCE,111,503,17,2,2,0,0,0,0,0,3,0,LIGHTFOOT R,2023,SPRING,3.71428571428571
CSCE,111,500,13,5,2,3,1,0,0,0,0,0,LIGHTFOOT R,2023,FALL,3.08333333333333
CSCE,111,501,15,5,0,0,1,0,0,0,1,0,LIGHTFOOT R,2023,FALL,3.57142857142857
CSCE,111,502,19,2,1,1,1,0,0,0,0,0,LIGHTFOOT R,2023,FALL,3.54166666666667
CSCE,111,503,16,6,0,0,2,0,0,0,0,0,LIGHTFOOT R,2023,FALL,3.41666666666667
CSCE,111,504,18,1,2,0,3,0,0,0,0,0,LIGHTFOOT R,2023,FALL,3.29166666666667
CSCE,111,505,16,1,3,0,0,0,0,0,4,0,LIGHTFOOT R,2023,FALL,3.65
CSCE,111,506,18,3,0,0,0,0,0,0,2,0,LIGHTFOOT R,2023,FALL,3.85714285714286
CSCE,111,507,16,0,2,1,4,0,0,0,1,0,LIGHTFOOT R,2023,FALL,3
CSCE,111,500,21,2,0,0,0,0,0,0,1,0,LIGHTFOOT R,2024,SPRING,3.91304347826087
CSCE,111,501,17,1,1,0,2,2,0,0,1,0,LIGHTFOOT R,2024,SPRING,3.47619047619048
CSCE,111,502,12,1,1,1,4,1,0,0,2,0,LIGHTFOOT R,2024,SPRING,2.84210526315789
CSCE,111,503,5,2,1,3,4,3,0,0,4,0,LIGHTFOOT R,2024,SPRING,2.06666666666667
CSCE,111,504,10,0,0,0,1,0,0,0,2,0,LIGHTFOOT R,2024,SPRING,3.63636363636364
CSCE,111,505,13,0,2,0,3,0,0,0,2,0,LIGHTFOOT R,2024,SPRING,3.11111111111111
CSCE,111,506,14,0,2,1,2,0,0,0,3,0,LIGHTFOOT R,2024,SPRING,3.21052631578947
CSCE,111,507,10,0,0,0,2,3,0,0,2,0,LIGHTFOOT R,2024,SPRING,3.33333333333333
CSCE,120,200,5,0,0,0,0,0,0,0,0,0,CARLISLE M,2021,FALL,4
CSCE,120,501,2,1,2,0,0,0,0,0,1,0,RITCHEY P,2021,FALL,3
CSCE,120,506,2,2,1,0,0,0,0,0,1,0,CARLISLE M,2021,FALL,3.2
CSCE,120,517,4,0,1,0,0,0,0,0,0,0,HUANG Q,2021,FALL,3.6
CSCE,120,518,2,2,2,1,0,0,0,0,0,0,HUANG Q,2021,FALL,2.71428571428571
CSCE,120,521,3,2,0,0,0,0,0,0,0,0,TAELE P,2021,FALL,3.6
CSCE,120,593,2,2,2,0,0,0,0,0,0,0,MOORE J,2021,FALL,3
CSCE,120,510,2,1,2,0,0,0,0,0,0,0,TAELE P,2022,SPRING,3
CSCE,120,511,0,3,1,0,1,0,0,0,0,0,TAELE P,2022,SPRING,2.2
CSCE,120,594,3,2,1,0,2,0,0,0,2,0,MOORE J,2022,SPRING,2.5
CSCE,120,595,2,1,1,0,1,0,0,0,5,0,MOORE J,2022,SPRING,2.6
CSCE,120,596,3,1,1,1,0,0,0,0,2,0,MOORE J,2022,SPRING,3
CSCE,120,597,4,2,2,1,0,0,0,0,1,0,MOORE J,2022,SPRING,3
CSCE,120,598,2,3,2,1,0,0,0,0,2,0,MOORE J,2022,SPRING,2.75
CSCE,120,599,3,3,0,1,1,0,0,0,3,0,MOORE J,2022,SPRING,2.75
CSCE,120,301,2,2,1,1,0,0,0,0,0,0,HOUNGNINOU D,2022,SUMMER,2.83333333333333
CSCE,120,700,3,1,2,0,1,0,0,0,1,0,MOORE J,2022,SUMMER,2.71428571428571
CSCE,120,701,7,3,1,0,0,0,0,0,0,0,MOORE J,2022,SUMMER,3.54545454545455
CSCE,120,500,4,1,1,0,1,0,0,0,1,0,CHAMON C,2022,FALL,3
CSCE,120,501,3,2,2,0,0,1,0,0,0,0,CHAMON C,2022,FALL,3.14285714285714
CSCE,120,502,5,0,1,0,0,1,0,0,1,0,CHAMON C,2022,FALL,3.66666666666667
CSCE,120,503,4,0,0,0,1,1,0,0,1,0,CHAMON C,2022,FALL,3.2
CSCE,120,550,8,3,0,0,0,0,0,0,5,0,DUYSAK A,2022,FALL,3.72727272727273
CSCE,120,587,3,2,2,2,0,0,0,0,2,0,MCGUIRE T,2022,FALL,2.66666666666667
CSCE,120,588,6,1,3,0,1,0,0,0,0,0,MCGUIRE T,2022,FALL,3
CSCE,120,589,5,2,1,1,0,0,0,0,1,0,MCGUIRE T,2022,FALL,3.22222222222222
